timestamp,user_id,transaction_amount,transaction_type,account_balance,market_volatility_index,interest_rate,inflation_rate,stock_index_change,investment_duration_days,credit_score,device_cpu_usage,device_memory_usage,risk_level
2023-04-04 23:06,U6886,1896.72,withdrawal,3488.59,14.88,4.41,3.73,0.11,354,569,69.3,45.8,1
2023-05-16 3:09,U3702,1975.94,Deposit,4994.18,21.61,3.78,4.5,0.32,228,765,43.8,83,0
2023-08-20 6:18,U3469,1769.05,withdrawal,3586.76,12.39,3.07,4.32,-1.29,323,653,66.4,32.4,1
2023-01-23 23:57,U2694,1432.58,transfer,5606.58,13.22,2.41,1.65,-1.4,155,547,85.1,55.1,2
2023-09-12 14:57,U2866,6635.59,investment,19637.66,38.28,2.4,1.6,2.1,121,833,76.5,82,1
2023-06-25 15:56,U6612,839.36 USD,deposit,2119.2,14.89,4.69,3,0.57,349,731,13.1,83,0
2023-06-27 4:36,U1115,865.08,withdrawal,6138.92,24.63,4.52,4.02,-1.69,79,458,76,35.7,2
2023-08-25 17:21,U8447,688.73,deposit,5204.57,19.41,1.22,5.76,-1.46,34,718,78.2,54.2,1
2023-12-16 19:18,U5470,561.82,transfer,9026.21,15.58,3.19,2.27,1.23,81,777,13.9,43.1,0
2023-12-19 10:35,U8031,2748.46,investment,5131.99,14.28,2.98,3.77,0.94,254,457,76.6,51.9,1
2023-03-24 14:03,u-1279,803.6,withdrawal,6921.86,27.47,0.94,2.54,-1.07,125,329,17,89.5,2
2023-07-27 20:01,U5259,6576.54,investment,9208.26,15.63,1.74,3.49,-0.37,310,516,49.5,25.4,1
2023-06-13 15:12,U1902,201.35,withdrawal,7170.51,17.16,2.44,1.84,-1.13,57,764,52.6,76.8,1
2023-06-20 22:33,U8714,986.09,Transfer,7775.87,24.9,2.17,5.15,1.09,315,673,82.8,45.9,0
2023-09-26 19:19,U3853,1408.42,deposit,8342.09,28.66,1.27,3.16,-4.29,248,740,31,31.8,1
2023-09-23 3:53,U4484,1963.41,deposit,15991.28,27.85,0.58,3.12,-2.31,297,411,84.5,69.3,2
2023-11-20 10:33,U8766,168.96,transfer,6503.67,24.04,3.26,4.59,0.22,159,480,49,76.9,1
2023-02-20 17:44,U3667,1511.61,withdrawal,5949.09,39.09,0.6,1.07,-0.3,114,762,84.4,41.9,0
2023-07-20 9:25,U6574,1282.8,investment,9165.59,28.65,4.34,3.41,-3.08,49,812,87.5,28.5,1
2023-11-11 1:30,U4837,1573.63,deposit,7017.65,12.65,3.28,4.61,-0.35,260,637,12.5,76.8,0
2023-09-16 23:07,U9727,7262.18,investment,15963.43,23.53,4.9,5.36,0.16,231,768,79.7,90.7,0
2023-07-11 5:53, U3377 ,"1,731.87",transfer,16325.16,20.5,0.85,2.41,2.43,75,606,50.6,63.3,0
2023-06-22 10:11,U2336,732.1,deposit,7557.64,24.96,1.05,5.03,-1.29,43,801,48.8,24.6,1
2023-08-01 0:35,U2788,1648.24,transfer,6680.12,13.97,1.3,2.74,-1.76,337,725,32,72.4,1
2023-10-01 18:07,U3345,9385.28,investment,19035.28,31.62,4.52,2.68,1.56,321,755,52.2,21.2,1
2023-01-01 9:27,U9862,1664.83,deposit,9281.58,14.22,4.74,2.63,1.83,252,349,62.6,49,1
2023-09-30 5:21,U5069,6803.75,investment,15241.14,33.87,3.64,4.29,-2.85,105,660,25.4,93.6,2
2023-07-11 19:05,U1521,90.99,withdrawal,11995.62,12.91,0.99,1.95,-0.14,200,375,15.6,37.2,1
2023-02-05 23:43,U4886,None,investment,16114.28,23.95,3.57,1.32,-0.59,180,300,48.1,67.4,1
2023-05-13 21:31,U3748,4370.32,investment,11884.17,31.36,3.77,5.54,-1.66,49,510,83,81.4,2
2023-06-29 23:20,U2880,1218.29,withdrawal,8519.66,20.23,1.29,1.17,1.99,131,324,49.2,75.5,1
2023-06-16 7:06,U6476,1153.09,transfer,1935.06,38.21,3.29,3.92,-1.38,342,512,78,31.9,2
2023-08-04 17:10,U8014,1537.06,transfer,10351.82,30.69,2.8,5.6,0.43,135,535,64,68.9,1
2023-07-01 17:49,U9839,1937.12,deposit,3293.35,36.38,0.64,4.03,0.93,279,530,89.3,66.3,1
2023-05-24 11:39,U2632,2720.19,investment,16342.14,12.17,3.01,5.24,-1.77,235,596,60.1,23,2
2023-10-09 22:09,U3397,"$1,870.46 ",transfer,12874.06,16.46,0.62,1.13,0,214,732,79.3,35.5,0
2023-07-03 22:43,U5938,388.29,transfer,3838.87,26.29,1.03,2.25,-3.22,306,516,21.6,15.7,2
2023-12-02 6:47,U1414,789.1,deposit,4007.91,39.58,3.21,3.79,1.59,86,352,85.7,33.4,1
2023-12-17 7:03,U3114,658.37,transfer,4689.53,30.2,1.78,2.68,1.5,315,356,60.6,58.9,1
2023-12-01 12:45,U1236,592.96,withdrawal,11259.55,36.41,1.17,3.38,0.62,260,414,80.1,20.9,1
2023-01-07 9:42,U9012,1186.13,withdrawal,3064.21,16.32,0.76,3,-0.32,346,726,24.9,91.4,0
2023-05-29 22:48,U2610,1405.62,transfer,6487.69,16.76,2.33,1.73,-0.64,180,808,63.7,92.9,0
2023-05-21 23:25,U7681,1811.03,transfer,6125.69,26.58,3.08,2.91,-1.48,301,631,78.8,92.4,1
2023-11-27 21:44,U1156,8236.86,investment,20591.56,31.16,1.46,5.82,1.34,180,575,20.1,63.6,2
2023-02-15 2:24,U3145,61.15,transfer,6809.8,34.05,3.55,2.19,-0.28,337,508,58.5,45.3,1
2023-01-16 21:21,U5265,1787.94,investment,8750.47,24.08,1.78,4.74,1.87,46,377,48.3,31.7,1
2023-09-04 2:09,U8254,489.81,withdrawal,5183.85,29.16,3.17,3.09,1.56,132,656,76.6,32.7,0
2023-01-28 18:51,U7558,1479.08,withdrawal,2499.52,11.57,5,2.99,2.62,231,695,53.8,74.1,0
2023-01-12 3:11,U2036,7784.47,investment,21079.4,10.24,2.46,1.28,-1.48,103,725,26.8,27.2,1
2023-09-05 4:03,U4043,1048.96,deposit,15511.85,25.53,2.1,5.69,2.33,90,798,44,89.5,0
2023-04-26 13:12,U9140,7135.03,investment,19550.44,21.84,3.48,1.41,0.1,132,796,22.6,94,0
2023-04-03 13:41,U8556,1663.35,deposit,15639.76,25.28,1.17,1.8,-0.45,19,539,28,78.9,1
2023-06-12 18:34,U7837,7997.1,investment,14657.11,19.63,0.53,5.11,3.26,284,613,51.4,47.7,0
2023-04-04 23:30,U3138,1852.3,aarwdtliwh,6454.15,24.66,2.83,4.6,2.21,34,383,22.4,18.8,1
2023-05-19 23:57,U5598,4416.55,investment,15825.41,15.49,4.22,2.74,-0.72,171,612,40.7,48.7,0
2023-11-28 2:52,U6459,1168.99,transfer,5817.29,21.07,3.07,2.82,-0.74,214,601,42.2,61.3,0
INVALID_DATE_FORMAT_STRING,U5696,1131.48,investment,13991.72,24.68,4.2,3.03,1.02,150,547,43,65.8,1
2023-03-10 5:27,U9335,4745.09,investment,6161.24,15.34,2.4,2.97,-0.76,293,545,76,78.3,1
2023-06-23 7:39,U7919,901.02,transfer,5111.17,34.67,2.76,5.36,-0.17,331,794,36,59.6,0
2023-06-23 8:36,U3032,278,withdrawal,5796.57,35.17,3.48,2.15,1.98,360,628,23.5,93.5,0
2023-06-15 13:02,U8999,1863.83,transfer,3368.79,26.88,2.65,1.56,2.32,177,824,61.2,17.4,0
2023-06-06 3:25,U7583,1162.77,transfer,14698.62,22.4,1.19,3.99,1.62,26,656,83.8,42,0
INVALID_DATE_FORMAT_STRING,U6625,1671.5,deposit,11342.35,31.19,4.26,1.51,1.74,261,630,14.8,65.7,0
2023-05-24 13:24,U2396,4364.27,Investment,16547.6,35.72,2.68,2.23,-0.74,109,713,79.1,59.1,0
2023-04-07 2:30,U5722,6084.86,investment,14199.59,15.65,1.04,4.04,4.08,11,555,46,83.5,1
2023-05-16 6:39,U2073,501.52,withdrawal,8527.33,29.41,3.56,5.66,0.33,145,837,79.3,49,0
2023-05-06 0:54,U8664,1334.45,deposit,13964.15,24.93,4.46,5.51,1.72,86,534,35.3,71.6,1
2023-01-12 20:36,U2913,833.5,transfer,12667.96,28.6,1.8,3.31,-2.62,128,532,73.2,24.4,2
2023-08-12 12:08,U6027,984.19,withdrawal,2483.64,19.28,3.85,5.02,1.32,345,797,62.3,81.8,0
2023-03-08 22:24,U9123,2984.35,investment,4853.11,17.57,3.26,3.18,1.56,85,596,45.7,61.8,1
2023-10-23 0:58,U9323,1450.94,transfer,5184.58,28.16,3.77,1.33,0.36,122,698,73.9,73,0
2023-12-17 16:16,U6694,349.92,withdrawal,13570.91,17.5,3.53,4.48,1.02,207,341,14.8,73.9,1
2023-09-11 5:15,U3720,1862.05,withdrawal,3788.05,35.56,0.87,3.7,-1.66,322,480,79.8,36.2,2
2023-11-07 23:55,U9212,379.27,transfer,13453.34,10.26,4.3,3.86,-0.98,172,821,78.8,57.7,0
2023-03-08 8:11,U5497,752.74,withdrawal,12553.53,15.15,2.37,2.87,1.8,81,342,57.3,42.4,1
2023-09-27 12:45,U8453,3072.26,investment,12896.64,26.03,3.65,4,-2.16,138,756,62.3,39.8,1
2023-09-28 21:28,U3037,449.71,withdrawal,8237.85,25.62,2.54,4.97,-2.13,264,801,32.2,56.2,1
2023-07-26 15:00,U4274,107.26,deposit,12158.61,13.07,2.66,3.63,1.68,28,822,12.1,44.2,0
2023-02-27 13:33,U9498,9602.42,investment,12627.69,14.81,2.31,5.52,1.83,176,323,69.2,18.4,1
2023-06-02 22:50,U5046,1925.15,withdrawal,13149.66,37.7,1.07,2.94,1.52,338,540,18,38.7,1
2023-04-22 5:23,U3277,848.99,deposit,6561.23,18.14,1.95,2.6,0.08,145,484,73.5,45.4,1
2023-03-07 21:35,U7059,545.75,withdrawal,1468.71,17.52,1.97,4.53,3.04,278,811,42.2,53.7,0
2023-10-19 23:59,U5020,1572.08,transfer,5764.67,36,2.19,5.81,0.38,210,775,71.4,73.6,0
2023-04-26 22:12,U6470,9357.94,investment,20515.82,39.69,1.9,4.39,-1.57,183,583,89.8,75.2,2
2023-09-30 17:19,U7263,1733.79,withdrawal,11419.02,28.78,1,3.86,-0.09,129,305,21.4,27,1
2023-04-15 17:54,U3512,4188.13 USD,investment,9878.57,20.26,1.68,5.83,-1.04,257,506,40.3,46.5,2
2023-06-16 6:30,U6909,1088.36,deposit,1761.17,39.77,3.35,3.33,-2.65,22,548,59.3,45.5,2
2023-09-14 10:17,U4172,214.3,transfer,6349.47,21.05,1.28,5.93,-1.26,137,405,90,55.9,2
2023-02-13 17:48,U7469,835.41,withdrawal,5523.58,20.44,1.98,1.21,-0.47,144,302,31.9,25.3,1
2023-10-23 0:06,U2157,6178.2,investment,11020.34,39.53,0.78,2.87,0.58,352,629,23.3,18.9,1
2023-06-12 12:28,U3673,1294.73,withdrawal,10079.06,21.01,1.85,2.51,0.74,279,351,75.5,28.3,1
2023-12-09 15:20,U3011,8476.2,investment,16130.6,30.6,4.31,1.46,0.72,273,377,23.5,36.1,2
2023-02-01 23:02,U9071,2591.98,investment,5098.32,39.26,2.31,3.66,2.52,356,758,86.4,44.1,0
2023-11-01 15:25,U6865,574.47,deposit,8317.92,17.47,4.57,1.76,-1.06,363,700,83.8,69.2,1
2023-08-14 9:55,U8282,9293.62,investment,19657.07,33.08,2.93,4.05,-1.59,180,689,31.9,70.9,2
2023-06-16 16:19, U2883 ,8269.46,investment,11474.85,17.78,3.82,5.78,-1.22,338,643,53.7,59.9,1
2023-11-07 10:48,U8425,9827.14,investment,"$16,612.36 ",18.47,3.9,5.26,0.14,211,715,71.9,50.2,0
2023-04-20 10:44,U9945,1404.18,withdrawal,12263.85,17,4.86,3.73,1.49,112,418,13.6,86.1,1
2023-02-08 4:43,U4184,161.7,INVALID_CATEGORY_DEFAULT,9148.5,25.68,1.24,5.69,-3.17,95,826,64.5,35.8,1
2023-08-12 11:03,U6714,591.91,deposit,14232.3,18.81,3.65,2.59,-1.86,186,304,61.2,54.8,2
2023-01-29 12:51,U1639,8073.33,INVESTMENT,12557.9,19.64,1.4,1.18,0.74,197,713,36.1,40.1,0
2023-05-28 16:16,U8584,824.5,transfer,5418.83,13.17,3.8,4.76,0.3,234,721,78.7,44.3,0
2023-07-10 1:28,U2477,1883.87,transfer,2660.81,25.59,4.31,5.92,-0.49,118,642,76.8,83.8,0
2023-10-13 0:55,U9587,1794.18,INVALID_CATEGORY_DEFAULT,9696.72,28.36,2.6,4.95,0,96,562,23.2,36,1
2023-11-26 22:55,U6022,1535.72,transfer,3846.34,38,2,4.63,0.98,119,501,43.9,34.4,1
2023-07-27 21:43,U3445,226.91,deposit,3401.22,35.31,3.47,4.32,1.59,335,624,42.1,56.9,0
2023-05-29 8:09,U7527,1964.22,transfer,16287.31,11.67,2.44,4.43,-0.99,33,515,43.6,28.8,1
2023-01-25 18:53,U2129,1521.93,deposit,12009.68,33.59,0.58,3.08,1.93,125,714,49.9,21.4,0
2023-01-05 18:26,U5638,1494.22,transfer,16231.73,30.16,4.23,5.17,-0.25,163,376,40.3,32.5,1
2023-10-26 0:26,U8244,1779.88,transfer,16227.26,29.28,1.31,2.32,1.35,359,829,33.5,43,0
2023-12-11 0:12,U9632,1388.7,transfer,15824.91,26.31,3.02,1.66,-1.02,347,628,75.3,76.3,1
2023-04-10 11:57,U4067,5920.27,investment,16262.7,11.7,4.91,4.38,-0.19,205,451,28.1,30.6,1
2023-03-18 20:17,U4374,3405.27,investment,17318.71,23.78,2.83,2.96,-2.1,179,627,44.6,19.9,1
2023-06-12 19:57,U8296,2865.78,investment,4169.74,17.98,4.19,1.2,1.96,322,544,14.5,66.3,1
2023-08-05 3:25,U3967,4571.17,investment,9649.45,13.41,0.64,4.9,-1,285,683,30,47,0
2023-09-22 15:28,U9791,553.55,transfer,8347.68,24.26,3.98,3.2,-1.74,279,479,68.5,38.8,2
2023-06-04 7:08,U5802,1153.84,deposit,3211.35,22.74,2.44,4.09,0.59,253,576,26.8,59.8,1
2023-01-02 21:55,U9862,640.88,deposit,11660.31,35.54,3.59,2.89,1.66,260,563,22.6,76.4,1
2023-05-25 22:31,U3953,669.23,withdrawal,13617.05,11.56,4.52,2.36,-0.1,183,841,10.5,49.6,0
2023-03-02 21:19,U2577,199.06,transfer,4813.37,31.4,4.73,4.42,0.6,362,804,29.7,33.6,0
2023-11-05 20:26,U2784,1926.5,deposit,15975.59,32.72,2.8,3.7,-0.62,22,434,22.5,69.3,1
2023-12-14 15:30,U7930,790.03,deposit,13104.54,39.62,3.82,5.35,-0.93,309,688,55.5,57.4,0
2023-03-25 5:24,U1497,1088.34,deposit,5959.55,13.79,4.87,5.41,-1.56,125,687,28.1,63.2,1
2023-03-05 11:17,U2232,944.01,deposit,13309.47,15.76,4.89,5.8,-0.93,212,524,13.1,23.5,1
2023-08-18 9:30,U8896,1715.81,transfer,6708.86,29.51,0.67,2.51,-1.88,16,537,48.5,15.4,2
2023-01-27 5:34,U3514,935.84,transfer,9512.44,26.68,4.91,1.15,-0.11,344,575,74,65.9,1
2023-01-22 21:03,U6130,1013.59,transfer,11398.6,27.03,4.06,5.78,2.28,9,471,38.6,42.9,1
2023-01-15 9:15,U1699,1186.82,transfer,4085.41,38.93,2.47,1.38,-1.91,217,313,37.7,45.2,2
2023-03-27 14:16,U4806,1319.37,deposit,5785.73,18.74,3.18,3.31,-0.73,198,514,68.1,57.9,1
2023-09-24 5:12,U1467,6728.85,investment,21160.88,12.3,0.82,4.47,-1.45,209,816,66.1,58.8,1
2023-03-21 17:26,U9421,298.37,withdrawal,12997.8,19.1,0.7,3.47,-1.37,134,828,11.9,17.8,1
2023-09-20 19:02,U1696,2494.2,investment,10408.62,10.96,0.71,2.84,0.58,98,485,18.1,65.2,1
2023-04-07 18:13,U1308,1148.41,deposit,14568.22,38,4.48,3.96,-0.09,40,439,35.2,48.5,1
2023-09-06 21:20,U5504,1795.38,deposit,7254.71,26.18,1.99,3.79,-0.97,83,405,86,55.2,1
2023-07-10 0:59,U5499,2151.89,investment,14581.08,13.49,3.72,1.99,-0.29,99,376,21.2,58.8,1
2023-03-26 1:47,U6385,1003.62,withdrawal,3656.63,17.77,3.69,2.89,2.2,86,463,23.2,93,1
2023-03-21 21:53,U9587,3585.94,investment,8213.91,37.31,4.55,3.92,1.27,236,409,24,16,1
2023-06-08 3:59,U2208,525.13,deposit,6509.39,17.87,1.49,5.19,0.51,66,741,31.6,52.2,0
2023-07-11 6:20,U9081,8350.14,investment,15300.31,25.28,0.72,2.78,2.55,139,376,81.4,75.6,2
2023-03-02 16:21,U7954,5587.52,investment,18396.92,11.09,1.91,4.27,0.15,114,642,89.4,75,0
2023-11-01 23:29,U3721,8358.61,investment,13871.7,11.89,1.27,3.43,-2.51,198,585,55.1,32.3,2
2023-07-07 11:51,U8461,1320.75,withdrawal,12071.62,36.84,1.58,1.55,-0.31,185,357,78.1,52.9,1
2023-05-08 6:48,U3372,4402.91,neminesvtt,17483.71,38.23,4.5,2.42,-0.97,221,413,45.4,31.9,1
2023-01-27 13:51,U5943,8959.82,investment,17863.97,21.04,1.25,1.17,-1.13,105,835,61.4,16.2,1
2023-07-20 20:43,U2567,1630,withdrawal,13708.02,24.11,2.14,3.67,-0.16,320,827,54.2,48.9,0
2023-01-19 21:44,U1815,899.02,withdrawal,15360.95,23.06,2.88,1.01,-1.53,15,672,74.7,71.2,1
2023-09-15 20:13,U7649,422.96,deposit,9617.12,24.89,2.49,3.49,-1.03,348,649,68.2,18.9,1
2023-01-13 9:36,U3357,1458.77,investment,4490.63,17.62,4.25,3.98,-1.17,211,728,77.2,39.6,1
2023-05-20 9:53,U7125,1371.07,transfer,"$12,710.01 ",12.5,3.67,4.37,0.21,217,575,12.4,88.6,1
2023-04-13 1:12,U9324,1615.81,transfer,3893.92,29.35,3.56,3.44,1.13,101,472,45.9,62.3,1
2023-01-11 12:48,U4126,1469.5,withdrawal,14563.58,24.69,1.7,3.82,-1.07,207,358,65.2,70.5,2
2023-09-14 0:19,U1175,1085.62 USD,withdrawal,13742.41,15.24,4.26,5.63,-0.09,350,709,80.3,74.8,0
2023-01-11 19:45,U5074,1572.94,withdrawal,14188.27,29.27,2.14,4.63,-0.57,197,514,79.7,39.8,1
2023-01-28 21:39,U2168,1656.03,withdrawal,4338.93,18.72,0.67,2.93,-1.98,169,662,63.1,82.6,1
2023-04-17 21:16,U8100,9485.48,investment,20198.34,24.28,2.1,5.76,-2.09,19,745,23.2,76.2,1
2023-12-29 2:02,U4815,1427.94,transfer,6528.63,24.64,2.15,4.08,1.94,127,495,24.8,84.9,1
2023-09-20 9:44,U9402,542,withdrawal,7682.47,25.31,2.31,2.32,0.84,292,337,43.6,89.4,1
2023-10-25 11:34,U9263,371.03,transfer,4225.09,22.05,3.78,4.32,3.55,111,464,30.9,22.9,1
2023-12-23 10:19,U9888,1552.83,investment,5149.56,36.45,1.31,3.42,-2.03,313,363,67.2,70.9,2
2023-06-28 5:37,U8207,898.88,deposit,14285.79,20.65,1.13,4.71,0.99,341,536,29.8,65.2,1
2023-07-29 4:04,U3962,1319,DEPOSIT,8954.33,27.82,3.8,2.65,-1.88,9,444,29.8,60.8,2
2023-01-18 0:16,U2533,6453.34,investment,12705.89,18.87,1.28,1.99,-2.28,115,402,43.9,37.8,2
2023-12-03 10:39,U2293,1508.29,deposit,13310.79,29.31,4.76,3.53,0.65,25,375,74.6,52.8,1
2023-02-09 11:03,U1017,1743.4,withdrawal,14941.96,29.11,4.59,1.76,3.95,144,572,78.7,63.2,1
2023-08-27 13:42,U5850,1858.34,transfer,14855.53,24.27,3.77,3.59,-0.69,126,666,63.4,71,0
2023-02-15 23:50,U5692,7128.77,investment,12115.26,23.28,4.03,5.91,-0.56,84,316,61.9,29.9,1
2023-05-16 7:18,U1693,1284.17,transfer,14807.29,13.39,2.51,3.79,-0.11,43,723,52.2,21.89086901,0
2023-05-15 6:09,U4197,1220.55,transfer,7919.41,28.75,1.54,1.29,1.09,86,506,23.4,74.5,1
2023-03-27 12:57,U3421,579.52,transfer,5098.11,34.07,0.97,4.3,0,173,642,73.2,40,0
2023-01-12 20:36,u-2913,833.5,transfer,12667.96,28.6,1.8,3.31,-2.62,128,532,73.2,24.4,2
2023-04-07 14:30,U8345,183.99,deposit,8030.93,30.95,2.53,1.67,-0.06,135,798,27.4,61,0
2023-04-28 3:42,U9995,9375.46,investment,18688.25,15.67,1.96,2.92,-2.63,155,738,30.4,44.9,1
2023-10-06 8:59,U2681,211.3,withdrawal,10713.27,33.15,4.75,3.52,0.65,362,746,49.2,48.5,0
2023-12-09 8:12,U1412,1358.34,deposit,10600.29,16.56,0.99,5.47,-0.8,221,461,57.3,37.8,1
2023-03-25 19:10,U7195,194.77,deposit,3346.31,32.28,0.9,1.45,-0.67,268,714,75.5,39.1,0
2023-12-08 2:07,U9813,4488.36,investment,5347.45,30.17,0.93,4.4,-0.02,102,533,78.2,77.9,1
2023-04-06 18:59,U5382,2501.97,investment,15287.38,10.05,2.75,1.94,-2.09,236,331,82.2,79.9,2
2023-07-14 10:40,U4790,490.17,withdrawal,2022.28,19.56,3.92,2.46,-1.65,195,595,15.6,78.4,2
2023-12-21 21:56,U3600,1920.97,deposit,9424.64,29.82,3.47,2,-0.13,145,333,30.3,27.3,1
2023-10-24 23:35,U3548,7192.4,investment,11889.23,20.46,3.04,2,2.62,107,417,74.9,65.9,1
2023-06-13 21:54,U5514,287.68,transfer,1488.38,27.07,0.54,4.81,-2.84,49,628,81.4,43.9,1
2023-04-06 20:00,U6445,1093.19,transfer,5993.89,30.05,3.73,1.79,0.91,233,430,76.9,89.6,1
2023-05-29 11:36,U8307,1349.9,transfer,12043.28,12.21,3.91,1.9,0.48,278,335,43.4,52.7,1
2023-03-17 9:44,U5956,9154.59,investment,12854.73,27.71,2.96,4.59,-0.45,349,311,32.7,18,2
2023-11-11 3:38,U7409,670.61,deposit,6225.35,22.15,1.53,2.39,0.62,67,371,29.4,54.7,1
2023-12-25 19:16,U3085,4225.01,INVALID_CATEGORY_DEFAULT,12290.29,15.78,1.14,2.55,-1.42,94,775,18.5,41.5,1
2023-01-29 1:13,U5645,1148.48,deposit,3440.19,26.82,3.32,2.74,1.19,22,564,39.3,74.1,1
2023-05-27 3:20,U8253,89.05,transfer,3389.87,10.87,3.01,3.61,1.46,199,701,62.4,92.1,0
2023-04-26 11:52,U4231,1383.32,withdrawal,8411.75,25.9,2.81,2.33,1.615863566,361,627,89.9,48.5,0
2023-11-10 11:17,U8156,7653.65,investment,12021.84,13.36,2.66,4.95,0.63,17,388,19.2,43.4,1
2023-06-10 13:19, U6540 ,1788.39,transfer,6138.98,12.1,4.06,3.91,1.18,169,365,77.5,44.7,1
2023-09-23 7:55,U1058,458.44,withdrawal,7935.67,23.48,3.98,1.65,1.16,251,456,49.2,56.9,1
2023-12-30 12:22,U8208,8155.52,investment,21218.72,30.66,2.48,3.24,3.46,15,660,47,75,1
2023-10-25 4:46,U5886,1214.34,deposit,2585.91,22.13,2.03,1.76,-1.46,325,482,37.8,56.5,2
2023-08-10 9:17,U7870,416.29,deposit,15180.45,18.28,0.58,5.69,-1.47,251,646,30.6,81.8,1
2023-01-18 6:55,U4073,643.97,withdrawal,4957.99,14.32,0.74,3.54,0.05,294,595,83.8,90,1
2023-03-18 12:56,U8899,1854.99,deposit,7119.26,25.94,4,3.61,0.79,227,617,83.5,48,0
2023-10-09 18:17,U8671,1368.17,withdrawal,13351.24,13.8,1.08,2.1,3.33,344,824,55.2,46.9,0
2023-12-22 9:31,U1415,697.8,deposit,12177.04,26.16,2.23,4.96,0.9,196,307,23.3,68.8,1
2023-05-10 8:46,U9239,9249.43,investment,21290.92,37.31,4.66,3.38,0.65,153,717,75,38.6,1
2023-03-07 20:12,U8586,825.87,deposit,9397.76,29.19,1.02,2.52,-2.61,29,714,56.3,67.3,1
2023-07-27 19:05,U7877,1547.54,deposit,7981.31,37.51,3.38,1.87,1.43,264,795,81.2,65.9,0
2023-10-29 10:49,U5237,1889.19,withdrawal,9228.31,10.58,0.72,2.34,0.08,73,564,68.4,61.6,1
2023-04-04 22:24,U4218,"4,153.72",investment,16116.95,30.4,2.25,1.86,-1.35,111,415,82,25.6,2
2023-07-07 17:55,U8707,1671.17,deposit,2194.39,33.29,1.43,5.9,0.75,206,628,45.6,42.4,0
2023-02-02 2:15,U6533,93.33,transfer,12799.8,19,4.88,3.92,0.46,80,404,49.7,39.5,1
2023-06-27 0:12,U4665,1865.07,deposit,9155.43,34.55,3.13,3.02,-4.01,208,806,53.7,70.6,1
2023-06-13 18:13,U5715,910.09,transfer,8257.37,19.86,0.92,3.9,-0.35,339,406,45.9,66.2,1
2023-04-23 22:43,U5255,477.58,deposit,4511.35,34.35,4.95,4.77,1.2,198,559,27.4,44.9,1
2023-06-10 22:45,U8361,9426.89 USD,investment,24169.6,31.13694989,4.8,2.48,0.78,244,554,85.8,77.5,2
2023-11-13 18:37,U1488,77.95,withdrawal,4994.29,25.68,3.76,2.76,0.79,136,496,38.9,90,1
2023-05-03 23:18,U1046,318.17,transfer,5116.62,32.82,0.65,2.95,0.56,174,683,29.9,70.7,0
2023-04-12 15:42,U7374,2750.82,investment,9037.91,13.65,2.03,5.76,-0.55,320,519,63.2,67.3,1
2023-09-12 15:36,U3410,6718.99,investment,11251.62,39.32,1.09,2.72,0.11,347,808,57.4,51.1,1
2023-05-15 8:01,U8691,1800.47,transfer,16265.33,33.59,0.86,4.09,-1.11,261,473,57,84.3,2
2023-05-06 18:05,U5469,1833.73,transfer,10181.18,34.97,4.89,2.62,-1.11,331,605,56.4,16,1
2023-01-22 0:02,U2276,4473.46,investment,13046.08,12.46,3.55,2.91,-0.91,248,840,64.3,76.6,0
INVALID_DATE_FORMAT_STRING,U7315,8086.36,investment,19131.75,18.27,3.31,5.05,-0.41,290,492,45.9,48.7,1
2023-12-24 21:50,U8540,979.23,deposit,3114.79,35.59,1.53,3.65,-2.59,323,666,10.9,63.5,1
2023-01-26 23:43,U9083,542.99,INVALID_CATEGORY_DEFAULT,1937.27,11.63,0.81,4.69,2.01,334,761,51.8,39.4,0
2023-10-24 4:05,U5557,7752.35,investment,17818.92,29.73,3.61,5.4,0.51,86,777,40.7,16,1
2023-08-14 7:10,U3634,4906.47,investment,9458.78,37.77,2.94,5.12,-1.18,138,544,23.5,68.6,2
INVALID_DATE_FORMAT_STRING,U8353,7591.72,investment,11881.98,16.54,2.5,3.7,0,137,624,53.8,52.4,0
2023-03-15 23:16,U2483,1573.28,deposit,4869.9,24.4,0.52,2.51,-1.08,163,845,85.6,72.6,1
2023-07-27 21:07,U6962,732.9,deposit,"$6,179.57 ",10.96,2.17,4.32,0.28,264,627,58.6,47.3,0
2023-01-24 16:17,U4667,468.52,transfer,7973.97,32.11,1.98,1.84,-0.96,311,691,17.8,20,0
2023-04-13 16:40,U2252,694.59,deposit,6147.35,36.51,2.98,1.7,-0.62,42,315,76.2,65,1
INVALID_DATE_FORMAT_STRING,U9447,1186.82,investment,12476.66,11.42,2.48,2.15,-0.14,112,813,56.3,78.1,0
2023-04-18 1:55,U8689,939.16,withdrawal,3477.74,21.21,1.66,3.82,1.29,139,795,81.6,65.7,0
2023-11-18 20:11,U6122,2531.04,investment,7010.01,18.37,2.45,3.36,-2.35,40,512,46.3,50.7,2
2023-03-01 15:51,U9217,6427.36,investment,21423.76,38.44,2.45,5.46,-1.4,135,755,29.7,73.4,2
2023-05-13 11:55,U3629,2424.74,investment,9450.49,10.13,1,1.47,0.89,228,835,36.6,80.2,0
2023-03-23 5:19,u-1880,382.8,withdrawal,7910.8,23.06,2.27,2.96,-1.8,263,614,15.7,92.6,1
2023-02-17 3:24,U4511,5211.82,investment,17163.37,35.03,3.33,5.35,0.92,73,744,44.9,56.8,1
