Date,Time,User_Id,Transaction_Amount,Transaction_Type,Account_Balance,Market_Volatility_Index,Interest_Rate,Inflation_Rate,Stock_Index_Change,Investment_Duration_Days,Credit_Score,Device_Cpu_Usage,Device_Memory_Usage,Risk_Level
2023-12-31,4:38:00,U4341,782.11,WITHDRAWAL,12736.74,28.25,1.63,3,-1.09,119,439,65,35.2,2
2023-04-11,19:11:00,U2414,682.47,TRANSFER,11780.93,39.08,2.22,4.27,0.3,87,610,18.7,17.3,0
2023-07-25,0:25:00,U8608,1985.26,WITHDRAWAL,5929.88,25.9,2.16,2.39,0.13,143,697,36.3,21.7,0
2023-07-12,3:51:00,U8037,7059.22,INVESTMENT,12617.84,20.25,4.71,4.19,3.92,165,565,50.5,41.6,1
2023-01-08,20:28:00,U6108,1440.05,TRANSFER,9313.7,28.79,2.54,2.37,2.18,363,440,88.3,19.3,1
2023-11-30,11:27:00,U1671,1128.92,WITHDRAWAL,11504.15,29.37,2.69,3.31,-1.71,41,489,60.5,44.7,2
2023-05-31,0:48:00,U2849,779.2,DEPOSIT,13672.94,19.02,4.18,3.25,-1.87,242,788,55.2,42.5,1
2023-09-19,11:53:00,U2697,3058.25,INVESTMENT,15461.58,21.49,3.58,1.85,-1.13,235,433,65.1,33,2
2023-04-26,13:49:00,U9322,1802.86,DEPOSIT,4287.11,25.41,1.86,3.62,-0.12,170,369,33.2,75.5,1
2023-12-05,10:35:00,U3345,376.35,DEPOSIT,4991.42,11.56,0.95,4.57,1.6,117,512,62.2,44.7,1
2023-11-06,16:24:00,U6545,1513.92,TRANSFER,13956.78,18.78,3.72,4.15,0.09,315,371,38.8,47.9,1
2023-08-07,8:29:00,U6475,1224.82,TRANSFER,12076.38,21.46,4.97,2.2,0.52,306,787,45.1,41.9,0
2023-11-12,1:56:00,U3521,,DEPOSIT,13392.1,27.81,2.44,3.7,1.55,141,393,57.4,24.6,1
2023-11-05,10:50:00,U2050,909.12,DEPOSIT ,8652.83,34.53,3.54,5.26,0.19,348,774,56,29.8,0
2023-07-20,1:16:00,U8799,1122.24,WITHDRAWAL,2078.21,14.61,1.61,3.43,-1.14,289,393,79,26.7,2
2023-11-09,14:29:00,U2167,1219.55,WITHDRAWAL,10655.04,14.66,1.64,1.96,-0.69,221,624,44.1,63.5,0
2023-10-18,16:15:00,U3302,5314.19,INVESTMENT,18467.27,29.53,3.54,1.12,0.27,181,347,86.2,29.9,2
2023-10-06,18:41:00,U1308,5815.23,INVESTMENT,12748.09,15.79,4.83,3.68,1.09,307,790,32.4,61.2,0
2023-08-07,13:26:00,U8926,1072.11,WITHDRAWAL,13201.66,31.09,3.13,1.57,1.02,278,707,85.2,91.6,0
2023-12-03,5:57:00,U9761,1098.29,TRANSFER,10141.06,16.24,4.96,5.28,-2.03,310,793,38.4,77.7,1
2023-05-08,9:05:00,U9499,463.19,DEPOSIT,8895.6,32.02,2.54,1.61,0.18,233,687,71.8,57.5,0
2023-10-06,8:09:00,U1911,6427.58,INVESTMENT,14963.3,20.22,4.1,2.28,-1.17,184,321,36.5,35.4,2
2023-10-25,13:33:00,U1275,771.6,DEPOSIT,11186.53,12.95,2.05,3.56,0.2,56,836,28.1,58.3,0
2023-04-09,10:18:00,U1762,"$1,427.01 ",DEPOSIT,6360.47,28.92,4.17,1.81,0.33,222,655,27.3,87.4,0
2023-02-06,4:08:00,U6906,929.97,DEPOSIT,14543.5,37.57,2.02,5.39,-5.13,248,488,69.6,86,2
2023-12-31,15:38:00,U1553,"$1,751.68 ",WITHDRAWAL,6257.14,10.55,3.47,5.27,-1.35,247,581,23.6,19.8,2
2023-04-30,1:55:00,U1034,1326.68,DEPOSIT,11582.66,24.5,2.08,3.03,-1.42,24,416,52.6,58.5,2
2023-05-24,8:38:00,U2657,1859.8,DEPOSIT,9348.6,11.14,0.95,3.05,-0.57,126,731,45.5,50.9,0
2023-01-12,20:36:00,U5125,910.39,TRANSFER,2203.44,21.18,2.6,4.75,0.17,97,515,10.8,48.4,1
2023-03-29,2:53:00,U3407,1969.26,WITHDRAWAL,7765.06,13.5,3.86,4.17,-0.04,354,509,13.8,24.4,1
2023-06-11,8:57:00,U5050,354.27,DEPOSIT,4367.52,18.93,4.54,2.44,-0.32,224,479,43.6,59.5,1
2023-10-02,6:23:00,U1701,1186.04,INVESTMENT,9975.38,16.39,2.91,4.13,0.95,263,546,17.5,17,1
2023-01-17,20:23:00,U2910,1839.44,INVESTMENT,8746.25,29.49,1.68,4.21,0.15,155,423,51.8,59.2,1
2023-07-31,22:56:00,U2170,1117.46,WITHDRAWAL,8579.02,14.23,1.63,5.13,-0.32,306,634,42.3,60.7,0
2023-05-14,16:21:00,U1414,1799.51,DEPOSIT,5390.07,29.66,3.35,5.41,-1.23,193,800,57.2,60.5,1
2023-08-02,7:04:00,U4369,745.31,WITHDRAWAL,6501.7,17.58,2.43,1.44,-0.96,84,320,48.6,65.5,1
2023-10-20,5:12:00,U9867,354.94,DEPOSIT,11830.39,18.63,4.25,3.28,-3.14,36,804,60.9,30.9,1
2023-02-10,0:36:00,U5325,5176.6,INVESTMENT,11515.33,25.74,2.88,5.65,-0.46,122,415,29.8,52.4,2
2023-12-11,8:49:00,U1068,1989.43,DEPOSIT,4600.16,24.17,0.98,5.41,-0.83,194,453,46.9,61.7,1
2023-06-04,7:34:00,U3473,,WITHDRAWAL,2056.37,29.03,2.22,1.83,1.95,341,833,26.8,78.1,0
2023-06-20,0:22:00,U8146,379.67,WITHDRAWAL,10435.67,12.69,4.37,2.5,-1.09,154,616,57.2,85.2,1
2023-10-30,5:12:00,U4474,854.88,WITHDRAWAL,11173.48,22.5,3.17,3.41,-1.07,281,435,22.4,76.6,2
2023-12-03,14:13:00,U3306,1951.6,TRANSFER,3830.46,39.91,1.5,3.25,0.61,225,321,58.2,82.9,1
2023-12-10,10:01:00,U8836,1666.58,TRANSFER,2994.45,12.48,0.81,2.68,-1.17,13,467,64.4,33.6,2
2023-09-29,19:11:00,U1751,582.25,DEPOSIT,10400.36,31.01,1.81,3.38,0.74,329,473,75.1,85.2,1
2023-08-19,7:34:00,U1870,325.49,DEPOSIT,3743.81,27.16,4.26,4.58,-0.25,137,698,34.8,86.4,0
2023-11-20,0:55:00,U9666,1540.87,INVESTMENT,3961.67,17.15,2.06,3.93,0.65,125,322,82.5,43.9,1
2023-11-28,5:04:00,U4812,579.98,DEPOSIT,13340.47,11.95,4.82,3.37,0.84,137,813,81,55.3,0
2023-03-01,1:25:00,U3967,2521.73,INVESTMENT,8755.29,37.13,1.3,4.76,0.51,132,627,86,43,0
2023-11-23,14:10:00,U5588,5632.15,INVESTMENT,20317.95,31.38,1.86,4.48,0.74,231,319,78.4,80.6,2
2023-12-21,22:42:00,U1323,1983.33,DEPOSIT,8139.58,22.52,4.2,3.12,-1.2,240,511,46.6,56.2,2
2023-06-25,19:43:00,U3456,8132.69,INVESTMENT,11484.36,18.34,0.74,2.83,0.46,333,767,16.3,46.2,0
2023-03-08,13:54:00,U9863,804.8,TRANSFER,12008.24,32.84,4.23,4.12,-0.28,264,558,54.7,31.2,1
2023-04-11,23:23:00, U8673 ,777.86,TRANSFER,14163.17,37.98,1.74,1.15,-0.92,124,456,11.4,82.1,1
2023-10-16,4:10:00,U6744,800.98,WITHDRAWAL,1311.82,30.38,4.41,3.14,-0.83,332,524,63.8,17.7,1
2023-04-04,12:23:00,U1373,1542.06,DEPOSIT,9806.38,26.11,4.47,3.63,0.15,262,541,76,68.8,1
2023-09-07,18:36:00,U8840,1029.86,TRANSFER,4987.05,25.27,1.36,2.81,-0.68,110,480,16,89.1,1
2023-06-29,7:43:00,U4737,7363.14,INVESTMENT,20272.57,39.05,1.13,1.95,0.72,31,793,36.2,94.9,1
2023-05-17,3:31:00,U8807,2761.8,INVESTMENT,10750.24,17.58,4.91,2.89,-4.86,46,605,28.7,43.1,1
2023-01-14,2:46:00,U7519,873.65,DEPOSIT,14104.34,24.79,1.52,3.13,-3.18,248,802,52.3,92.7,1
2023-11-10,0:21:00,U3955,1980.67,WITHDRAWAL,6690.92,28.49,4.03,5.8,-1.83,213,769,42.5,23.2,1
2023-07-24,3:33:00,U1819,459.19,TRANSFER,12748.6,10.91,4.97,2.23,0.11,360,571,81.8,51.9,1
2023-11-13,16:28:00,U4722,355.44,DEPOSIT,7748.53,20.23,1,1.66,0.53,262,839,85.3,38.5,0
2023-06-25,14:24:00,U5363,9769.35,INVESTMENT,16977.2,20.32,4.29,5.06,-3.45,112,614,83.9,28.3,1
2023-09-17,11:05:00,U8101,652.23,DEPOSIT,8304.8,19.47,0.75,5.59,1.1,16,493,25.4,25.1,1
2023-06-06,20:39:00,U5257,9802.56,INVESTMENT,13940.23,39.08,3.8,2.16,0.95,267,543,32.5,21.9,2
2023-09-17,15:28:00,U7708,7081.85,INVESTMENT,15707.63,34.77,4.4,2.39,0.06,125,534,63.4,60,2
2023-03-10,19:57:00,U9628,2993.66,INVESTMENT,8193.62,27.79,4.22,5.54,0.2,55,747,19.2,21.8,0
2023-04-19,3:16:00,U9532,"$1,736.68 ",WITHDRAWAL,7587,27.67,2.77,3.04,-0.37,152,416,30.9,62.4,1
2023-03-08,11:28:00,U9078,62.2,TRANSFER,12948.94,14.35,3.9,5.74,0.19,111,717,68.2,84.5,0
2023-04-06,15:32:00,U8265,"$1,544.85 ",TRANSFER,6544.3,12.15,3.87,1.09,-1.62,284,550,73.4,18.9,2
2023-11-27,17:47:00,U7846,1430.84,DEPOSIT,8940.17,30.36,2.88,2.75,-2.5,68,444,30.6,65.8,2
2023-01-12,20:36:00,U4921,1083.27,DEPOSIT,5415.62,27.94,4.53,1.89,0.34,286,435,39,68.3,1
2023-04-18,13:48:00,U2075,938,WITHDRAWAL,4691.35,18.55,2.99,3.63,-1.93,47,533,72.5,22.8,2
2023-01-17,15:25:00,U2066,235.27,TRANSFER,12997.45,30.18,4.5,1.64,-0.56,173,386,20.7,22.2,1
2023-03-01,0:00:00,U1292,2668.36,INVESTMENT,13247.6,11.5,3.62,4.98,-1.41,20,570,15.9,23.3,2
2023-04-03,3:39:00,U4201,1648.605298,WITHDRAWAL,9022.72,32.82,2.19,1.97,-0.69,310,714,70.3,80.4,0
2023-01-03,2:56:00,U5777,797.4,TRANSFER,11120.62,18.71,4.33,3.85,-2.71,306,312,57.3,75.3,2
2023-05-28,4:38:00,U5673,1291.69,WITHDRAWAL,13661.29,11.3,4.38,2.51,-1.09,139,745,53.3,48.6,1
2023-11-13,15:55:00,U4171,482.71,TRANSFER,13657.29,39.56,4.95,5.29,-0.94,315,773,84.5,15,0
2023-01-14,17:00:00,U6381,1511.29,TRANSFER,9012.04,10.31,3.52,3.35,-1.25,82,370,44.9,65.6,2
2023-05-15,2:01:00,U6048,2356.08,INVESTMENT,12791.11,25.83,1.93,4.42,1.27,19,773,75.4,24.5,0
2023-08-22,7:02:00,U3959,5225.73,INVESTMENT,11724.86,25.34,2.69,2.53,1.16,140,416,79.6,78.8,2
2023-05-30,20:30:00,U1114,1647.55,WITHDRAWAL,5687.69,34.3,1.74,3.04,0.62,271,377,78,63.8,1
2023-08-01,7:57:00,U4940,475.96,TRANSFER,11366.75,37.18,1.11,3.8,-3.57,363,330,23.5,16.9,2
2023-01-06,2:19:00,U1721,"1,812.04",TRANSFER,2351.31,25.37,1.09,3.16,-0.7,92,753,44.4,74.1,0
2023-10-05,23:58:00,U9796,2762.57,INVESTMENT,11530.2,14.14,4.45,1.39,-3.32,42,683,37.9,55.4,1
2023-08-26,17:55:00,U1749,5332,INVESTMENT,5841.1,32.96,1.63,3.08,1.37,77,507,57.5,35,2
2023-07-06,15:09:00,U3020,84.99,WITHDRAWAL,1317.35,18.65,1.81,1.94,-1.01,209,417,70.6,72.7,2
2023-08-15,23:02:00,U5442,631.95,WITHDRAWAL,5119.81,12.9,2.88,1.45,-1.6,350,480,78.2,22.4,2
2023-03-30,19:44:00,U9062,558.79,TRANSFER,14006.78,14.45,2.24,5.87,-0.96,89,444,75.9,38.2,1
2023-02-23,8:44:00,U5465,1428.77,INVESTMENT,4756.22,26.92,4.43,3.2,1.82,211,623,15,57.3,0
2023-09-08,17:12:00,U5102,894.67,DEPOSIT,14627.36,39.4,2.22,5.31,0.14,195,317,24.1,82.4,1
2023-02-07,1:59:00,U2187,915.61,WITHDRAWAL,15685.33,35.65,4.43,4.59,-0.72,103,664,85.3,59.3,0
2023-10-29,4:12:00,U6966,4269.46,INVESTMENT,16029.54,32.77,2.2,2.86,0.95,229,667,22.6,87.3,0
2023-12-01,14:39:00,U9853,1181.93,DEPOSIT,11417.32,15.92,1.33,4.39,-2.2,216,515,21.8,18.9,2
2023-11-19,12:49:00,U3492,,TRANSFER,15134.01,38.35,3.04,5.86,0.66,328,459,34.8,41.4,1
2023-03-16,0:16:00,U2569,6524,INVESTMENT,15004.09,19.18,3.4,5.49,0.18,111,752,82,78,0
2023-07-07,3:36:00,U1938,1124.55,DEPOSIT,13838.93,19.26,1.45,4.33,-0.11,357,448,77.3,35.2,1
2023-12-17,14:44:00,U2138,3988.99,INVESTMENT,18910.61,20.01,3.17,4.55,1.01,102,612,85.3,39.4,0
2023-06-09,7:30:00,U3496,419.32,WITHDRAWAL,6414.9,18.75,3.8,4.61,1.85,343,403,24.2,61.6,1
2023-02-01,8:53:00,U9523,1025.16,WITHDRAWAL,13071.3,14.87,3.88,4.26,-0.93,97,579,19.3,16.1,1
2023-06-01,9:01:00,U8453,7220.91,INVESTMENT,18561.07,27.5,1.43,3.89,-0.52,154,715,45.6,45.5,1
2023-08-27,9:24:00,U7650,1844.58,DEPOSIT,4948.78,11.78,1.05,2.15,-3.8,161,613,13.3,75.9,1
2023-07-16,1:08:00,U5313,3179.57,INVESTMENT,15348.1,24.81,4.33,1.97,1.77,312,408,28.3,66,1
2023-05-12,19:53:00,U9336,1765.64,WITHDRAWAL,9991.63,25.01,4.19,2.45,0.75,32,644,63.7,44.8,0
2023-02-17,2:20:00,U5516,3519.03,INVESTMENT,10768.86,37.93,1.86,5.9,-0.8,124,804,74.9,80.5,0
2023-02-21,10:15:00,U8355,1367.07,WITHDRAWAL,9218.56,14.73,2.56,1.44,2.28,341,448,86.2,27.2,1
2023-05-24,21:11:00,U5781,572.16,WITHDRAWAL,1834.49,29.72,4.43,5.03,0.52,79,640,19.1,46.6,0
2023-01-12,20:36:00,U6787,815.17,TRANSFER,3353.1,15.42,3.64,5.63,-2.45,53,649,89.8,83.2,1
2023-07-28,11:55:00,U5636,3754.46,INVESTMENT,10999.94,15.4,2.03,3.52,-2.02,294,400,45.3,38,2
2023-08-22,2:50:00,U5357,1051.07,DEPOSIT,9655.89,12.87,4.48,2.73,-0.72,298,488,61.8,84.4,1
2023-01-23,15:39:00,U8329,3506.24,INVESTMENT,7980.45,24.41,2.99,4.94,0.4,55,847,28,56.3,0
2023-07-22,18:31:00,U2770,854.19,WITHDRAWAL,9530.26,31.13,4.27,4.56,0.51,15,409,14.4,57.9,1
2023-10-08,22:08:00,U5915,5903.45,INVESTMENT,19622.13,20.99,2.83,4.1,2.36,94,757,33.2,43,0
2023-09-29,22:18:00,U1843,"$1,830.22 ",WITHDRAWAL,5852.93,12.57,2.71,5.15,-0.5,253,462,66.1,42.9,1
2023-06-25,16:24:00,U2049,725.33,WITHDRAWAL,9112.94,22.46,3.76,5.17,-1.44,265,468,88.7,47.9,2
2023-03-07,10:15:00,U4200,1041.73,DEPOSIT,8606.3,37.1,1.4,3.05,-0.44,297,705,43.2,68.8,0
2023-09-05,0:17:00,U2350,1040.88,DEPOSIT,9675.48,23.89,1.09,4.31,-0.18,148,441,49.9,68.5,1
2023-08-22,10:43:00,U3904,927.74,DEPOSIT,11878.25,16.02,4.79,1.69,1.25,161,496,45.5,17.1,1
2023-03-22,8:32:00,U2572,97.01,WITHDRAWAL,14118.78,29.99,2.52,1.26,-3,340,501,63.3,41.3,2
2023-02-18,16:34:00,U8520,6977.69,INVESTMENT,13486.61,29.85,3.67,2.57,1.27,327,596,42.6,82.7,2
2023-12-13,21:21:00,U2313,"$1,386.52 ",WITHDRAWAL,3778.07,31.7,2.1,5.37,1.16,58,716,34.5,88.1,0
2023-08-17,22:42:00,U2671,6051.64,INVESTMENT,20803.11,23.54,1.97,2.16,-2.63,38,806,29,34.5,1
2023-07-14,21:14:00,U3810,403.29,DEPOSIT,14297.57,15.8,0.93,5.06,-0.63,14,807,73.9,21.6,0
2023-03-23,21:23:00,U4240,6688.17,INVESTMENT,14847.46,26.43,2.2,5.71,0.14,109,712,84.5,89.2,1
2023-04-09,3:44:00,U3448,159.47,TRANSFER,14061.96,32.77,2,4.15,1.86,247,541,52.6,55.7,1
2023-02-07,8:13:00,U6341,723.2,DEPOSIT,13576.75,25,1.03,5.5,0.16,83,390,53.2,23.6,1
2023-02-10,11:33:00,U8470,1949.78,TRANSFER,2506.53,12.74,2.27,4.92,1.14,235,467,57.7,93.4,1
2023-08-19,3:53:00,U8056,4092.97,INVESTMENT,10280.84,16.06,3.9,1.86,1.15,195,848,43.6,63.5,0
2023-07-21,16:01:00,U7794,1254.97,TRANSFER,12385.69,20.69,0.59,5.08,1.05,37,509,16.9,58.2,1
2023-05-12,15:52:00,U1097,1071.14,DEPOSIT,12423.03,16.97,2.7,3.93,3.81,357,718,44.5,44.3,0
2023-07-09,17:02:00,U5886,978.14,DEPOSIT,11908,27.6,3.62,2.37,1.64,54,696,69,51.6,0
2023-04-14,18:04:00,U2014,874.18,TRANSFER,6443.17,11.92,3.53,2.2,-0.05,35,756,59.2,80.6,0
2023-09-11,9:33:00,U4271,1121.75,DEPOSIT,12850.83,34.91,3.85,4.13,-0.08,116,799,33.3,16.1,0
2023-04-18,9:32:00,U7918,974.31,DEPOSIT,3578.34,26.06,2.71,4.24,-0.27,330,608,51.6,47.8,0
2023-12-22,2:30:00,U7809,805.11,TRANSFER,5190.28,39.71,3.88,2.05,1.34,195,326,33.9,51.5,1
2023-01-12,20:36:00,U7651,2900.01,INVESTMENT,10861.16,13.35,4.92,5.6,-3.69,275,326,75.7,90.7,2
2023-10-18,21:41:00,U4822,476.09,TRANSFER,10301.1,15.55,4.81,2.17,0.74,102,559,67.9,82.7,1
2023-07-19,22:09:00,U4074,668.75,WITHDRAWAL,10944.62,22.01,3.6,2.03,1.95,160,484,46.5,25.9,1
2023-09-30,13:06:00,U8226,805.53,WITHDRAWAL,6989.06,22.54,2.78,1.69,-3,352,390,33.6,59.8,2
2023-09-12,16:21:00,U3551,861.09,WITHDRAWAL,8516.55,10.33,3.58,1.82,2.21,315,483,60.3,20.4,1
2023-07-31,4:51:00,U6620,1064.58,WITHDRAWAL,7779.92,11.39,2.37,2.62,-1.61,160,532,75.3,51.6,2
2023-07-05,12:27:00,U2590,1817.52,WITHDRAWAL,12666.26,14.62,2.55,2.16,-0.04,70,622,33.5,15,0
2023-03-31,17:50:00,U1846,905.15,WITHDRAWAL,12168.48,13.51,1.64,5.58,0.71,210,594,43.7,73,1
2023-09-24,4:54:00,U6552,1971.49,INVESTMENT,10658.77,32.88,1.18,5.43,0.96,123,451,61.6,39.5,1
2023-08-19,1:25:00,U1485,1744.89,DEPOSIT,16292.73,30.57,2.55,2.91,0.85,246,341,53.6,92.1,1
2023-05-27,12:37:00,U3128,1339.22,WITHDRAWAL,12610.27,19.3,2.59,3.17,-0.82,29,711,76.3,86,0
2023-08-13,8:49:00,U6747,1687.64,WITHDRAWAL,12095.87,36.53,0.82,4.8,-1.55,309,330,89.4,64.2,2
2023-06-09,11:16:00,U5605,501.98,DEPOSIT,11267.12,37.43,2.3,5.01,-2.07,309,384,61.3,52.7,2
2023-01-13,22:27:00,U3439,1580.42,INVESTMENT,13357.32,17.76,1.21,2.14,1.63,316,338,40,81.5,1
2023-09-02,22:59:00,U3542,7584.06,INVESTMENT,16528.79,27.74,4.98,5.36,-3.45,287,387,60,93.8,2
2023-04-03,1:15:00,U6690,594.77,WITHDRAWAL,5535.65,19.6,2.7,3.05,1.77,330,825,86.9,82.8,0
2023-03-01,19:49:00,U9788,916.83,WITHDRAWAL,7674.8,38.24,1.14,4.32,0.19,135,545,51.3,54.9,1
2023-07-03,3:39:00,U8371,139.94,TRANSFER,1966.51,29.13,1.03,5.46,-0.69,90,367,34.2,48,1
2023-09-21,15:19:00,U5599,229.59,TRANSFER,925.54,12.94,3.2,5.11,0.12,303,818,88,15.8,0
2023-05-18,12:31:00,U6593,623.2,TRANSFER,8164.85,39.71,0.64,2.06,2.35,141,786,53.6,55.9,0
2023-06-05,14:57:00,U1503,2594.73,INVESTMENT,8208.75,24.19,1.85,5.01,-1.03,177,454,32.9,89.9,2
2023-11-29,3:52:00,U4380,1883.82,TRANSFER,15952.18,31.83,1.56,5.24,-4.01,217,615,81.4,59.1,1
2023-08-23,16:44:00,U6186,5748.07,INVESTMENT,12702.12,18.21,1.1,1.89,-0.74,255,568,10.8,43.8,1
2023-11-27,21:50:00,U3846,1121.22,TRANSFER,8504.68,28.69,1.64,1.51,-0.62,214,833,86.9,73.6,0
2023-04-07,0:02:00,U3408,928.66,TRANSFER,14947.71,24.78,0.61,3.01,0.11,59,644,34.8,94.9,0
2023-04-13,0:05:00,U7931,3088.5,INVESTMENT,8353.26,32.41,1.53,2.16,2.27,161,382,78.6,48.8,1
2023-01-04,17:19:00,U8359,7055.62,INVESTMENT,9414.3,16.75,4.18,5.18,-3.42,151,673,74.6,86,1
2023-08-19,10:15:00,U4061,294.45,DEPOSIT,3762.88,12.61,0.78,3.14,-1.1,224,551,21.4,16.4,2
2023-03-27,0:53:00,U2477,1900.96,TRANSFER,5896.39,26.76,3.21,3.92,-1.42,218,805,88.6,34.2,1
2023-04-17,17:11:00,U5386,6626.84,INVESTMENT,11700.38,19.34,2.28,1.12,-0.65,319,793,51.2,37.9,0
2023-07-13,9:08:00,U4270,1047.7,INVESTMENT,8507.97,26.31,1.06,3.71,0.53,193,597,60.6,20.3,1
2023-04-21,10:28:00,U4525,,WITHDRAWAL,3595.64,31.69,2.02,3.42,0.44,178,730,24,76.8,0
2023-09-16,15:39:00,U6496,297.84,WITHDRAWAL,9939.34,22.24,4.53,2.76,1.27,164,406,53.6,26.2,1
2023-09-05,1:32:00,U2096,1105.67,TRANSFER,11789.38,35.95,0.64,4.38,0.08,138,610,80.5,87,0
2023-06-28,7:36:00,U4439,1377.09,DEPOSIT,12838.59,17.03,2.84,5.18,1.61,71,516,56.8,31.2,1
2023-10-21,12:20:00,U9701,3819.4,INVESTMENT,11150.11,23.26,4.39,5.04,0.91,332,611,89.6,72.3,0
2023-06-09,3:56:00,U1436,82.67,WITHDRAWAL,713.15,22.67,4.79,3.76,-1.28,229,791,20.6,55.1,1
2023-09-26,11:39:00,U1180,929.01,DEPOSIT,15123.73,33.7,3.91,2.47,0.44,26,776,46.1,21.1,0
2023-07-18,23:08:00,U7631,1066.09,DEPOSIT,11078.11,29.84,1.13,2.27,2.43,170,614,54.2,48.5,0
2023-11-08,4:15:00,U5595,9771.33,INVESTMENT,23794.06,29.68,1.67,4.32,0.69,151,387,38.6,89.2,2
2023-03-25,21:30:00,U7482,553.44,WITHDRAWAL,10539.64,25.66,3.38,5.23,-1.56,57,527,65.8,71.1,2
2023-06-13,20:50:00,U9675,5624.66,INVESTMENT,18492.35,20.11,1.07,1.97,-0.64,252,610,61.8,25.6,0
2023-11-21,19:57:00,U4183,629.85,DEPOSIT,11586.66,17.57,4.78,2.16,-1.93,31,722,38.6,88.8,1
2023-04-26,23:22:00,U9529,4857.67,INVESTMENT,5639.67,38.68,1.87,1.52,1,25,587,57.1,17.7,1
2023-02-11,3:49:00,U4015,97.77,TRANSFER,10441.64,25.62,3.28,5.08,1.4,333,570,43.2,75.6,1
2023-01-12,11:45:00,U1381,1496.13,DEPOSIT,12424.53,22.48,3.43,4.66,0.78,46,688,56.2,76.1,0
2023-01-21,6:20:00,U3420,1928.16,TRANSFER,12962.36,15.4,0.97,1.71,0.64,204,620,53.8,65.5,0
2023-08-04,14:32:00,U8747,1961.21,DEPOSIT,3158.36,31.64,2.51,1.62,-2.32,134,602,33.8,28.2,1
2023-07-23,3:50:00,U7765,94.72,TRANSFER,9795.79,37.24,1.87,3.75,-2.28,58,362,35.2,89.4,2
2023-02-06,13:35:00,U6137,5921.88,INVESTMENT,8579.61,37.44,2.56,1.72,-1.13,224,530,28.7,46.4,2
2023-04-23,1:09:00,U4276,,INVESTMENT,1961.11,17.29,1.13,2.96,-0.29,175,682,33.9,41.9,0
2023-11-10,1:11:00,U6535,1070.27,TRANSFER,16016.57,17.91,0.6,2.65,-0.73,74,372,22.8,33.7,1
2023-10-14,2:07:00,U9804,,WITHDRAWAL,10729.35,24.55,3.7,2.65,0.9,223,645,17,85.1,0
2023-01-06,0:35:00,U1527,9831.17,INVESTMENT,14569.56,34.37,0.55,3.26,1.42,76,509,62.2,16.3,2
2023-11-06,4:16:00,U6816,1162,INVESTMENT,8673.47,28.19,4.17,5.63,-2.65,231,477,18.6,54.5,2
2023-08-18,22:33:00,U9921,272.57,DEPOSIT,8114.65,12.37,4.29,2.99,-0.71,53,334,58.3,42.8,1
2023-07-03,9:43:00,U8905,1508.2,WITHDRAWAL,14351.49,37.41,1.88,3.95,-2.31,249,671,15.6,56.3,1
2023-11-20,19:52:00,U2794,373.85,WITHDRAWAL,10156.66,31.95,1.79,4.2,0.36,95,769,20.4,18,0
2023-01-29,7:18:00,U9787,803.33,DEPOSIT,8397.88,14.13,0.94,2.03,0.56,185,502,26.5,56.7,1
2023-01-20,2:22:00,U9089,756.42,WITHDRAWAL,3753.28,33.21,2.21,4.05,-1.22,78,417,23.9,74.2,2
2023-07-25,15:54:00,U4623,318.75,WITHDRAWAL,14509.78,20.69,2.87,2.4,0.87,215,310,65.2,34.5,1
2023-04-11,0:42:00,U7051,466.12,DEPOSIT,12091.67,14.04,1.52,1.67,-0.12,105,817,51.5,76.6,0
2023-04-04,2:16:00,U6347,1004.28,TRANSFER,4845.01,15.99,1.43,1.62,1.76,157,801,36.5,66.5,0
2023-04-30,22:11:00,U3346,1802.75,DEPOSIT,2415.37,24.99,1.59,4.67,-2.3,39,685,76.1,31.7,1
2023-04-05,17:02:00,U9798,2136.44,INVESTMENT,11043.05,31.43,1.95,2.8,-0.62,92,388,35.2,82,1
2023-11-27,2:55:00,U8906,1496.34,TRANSFER,3480.66,26.14,1.88,2.06,-0.16,219,342,71.9,50.4,1
2023-10-22,14:16:00,U6586,884.96,DEPOSIT,1903.57,10.4,0.67,5.3,0.46,182,390,15.5,24.8,1
2023-07-07,3:01:00,U5225,494.29,WITHDRAWAL,13948.66,13.74,0.69,2.54,0.96,362,640,33.6,48.3,0
2023-08-22,11:01:00,U4626,1664.34,DEPOSIT,9454.22,37.69,3.9,3.83,-0.45,307,689,33.6,25.3,0
2023-03-28,15:58:00,U5353,2936.84,INVESTMENT,6906.09,35.43,1.69,5.94,-0.95,238,512,75,48.4,1
2023-12-30,7:50:00,U6587,9137.22,INVESTMENT,13581.26,34.63,1.77,4.63,1.12,197,601,84.2,78.3,1
2023-04-28,20:09:00,U3920,761.36,TRANSFER,2167.71,32.73,4.55,4.41,-1.32,25,436,43.8,72.1,2
2023-02-27,2:59:00,U5194,5848.26,INVESTMENT,17167.86,30.12,2.53,2.25,-0.93,22,310,42.1,22.3,2
2023-09-21,14:34:00,U8610,1119.26,INVESTMENT,2992.13,16.21,0.79,3.31,0.33,297,484,80.9,54.2,1
2023-09-25,12:45:00,U9279,3515.01,INVESTMENT,4920.5,20.4,1.56,2.72,3.1,275,585,81.6,44.7,1
2023-05-31,22:50:00,U6700,1219.94,WITHDRAWAL,14507.54,11.38,3.55,5.66,-2.61,345,517,22.2,35.5,2
